project_id,name,desc,goal,keywords,disable_communication,country,currency,deadline,state_changed_at,created_at,launched_at,backers_count,final_status
kkst2087038812,Fund Rock Indie Artist Sean Yox / Streamers - Rocking London!!! - The 2nd Coming!!!,Fundraising to support Indie Rock Artist / Musician Playing Guitar in London October 2009 to promote music for new CD.,500.0,get-mocker1-to-london-the-2nd-coming-0,False,US,USD,1253159940,1253160006,1251919877,1251965474,0,0
kkst281209050,Powering Kids With Music - Seed money for fundraising event,Adventures of Power - a new movie  and the Bill Graham Foundation are holding a fundraiser to em-Power children with music. ,10000.0,powering-kids-with-music-seed-money-for-fundrais,False,US,USD,1253540700,1253540705,1251380750,1251651417,0,0
kkst754745358,Let's build a giant room-sized theremin with 16 antennas!,We would like to build a giant theremin - a room with 16 theremin antennas suspended to the ceiling so people can play music with their bodies.,5000.0,lets-build-a-giant-room-sized-theremin-with-16-an,False,US,USD,1253591700,1253592010,1250029398,1250118388,17,0
kkst504896759,"Artloop 1.0: Back NYC Student Art, Get NYC Student Art!",Back us to own  wear  or see a show of great student art we ve collected from Artloop partner schools in NYC. The $ goes right back to art programs!,1000.0,artloop-10-back-nyc-student-art-get-nyc-student,False,US,USD,1253591940,1253592008,1247511769,1250125044,46,1
kkst121890530,The Next Album - I should of made this first but I will make it second.,Two years off.  I am craving my creative outlet.  My promise is in front of me.  My excuses behind me.  Thanks in advance.,5999.0,the-next-album-i-should-of-made-this-first-but-i,False,US,USD,1253595600,1253595607,1246159455,1246164781,0,0
kkst141096768,AMERICAN DREAM: ILLUSION OR REALITY?  A Documentary About the Pursuit of Success,A filmmaker s journey into the truth behind the american dream reveals life long lessons taught by America s greatest innovators and entrepreneurs.,4000.0,american-dream-illusion-or-reality-a-documentar-0,False,US,USD,1253861940,1253862016,1251935647,1251953535,46,0
kkst733165549,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Actually"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" Feature Film",A new feature film by Reid Gershbein starring Brian Spaeth and Kevin R. Wright.,2500.0,actually-feature-film,False,US,USD,1253892300,1253892605,1245820038,1246234440,7,0
kkst1404727536,Back the Mari Mack album project!,This project is a cross between  do you believe in miracles?  and  better late than never... ,5000.0,back-the-mari-mack-album-become-a-record-produce,False,US,USD,1253934420,1253934905,1250616794,1250637312,37,0
kkst1164440109,"Super Ghosts 'n ... Ghosts? A 2D, Side-Scrolling, Shoot 'Em Up Game for XBOX 360 & PC",A 2D  wacky  action/comedy extravaganza   featuring zombies  ninjas  jet pack-wearing pirates  17 weapons  Online Co-Op  Achievements  and tons more!,200.0,super-ghosts-n-ghosts-a-2d-side-scrolling-s,False,US,USD,1253937540,1253937608,1248540013,1248543019,5,1
kkst2131509787,We're trying to tell the strangest science story of modern times!,In 1989 two University of Utah chemists announced that they had solved all of the world s energy problems with some electricity and seawater in a jar.,4500.0,to-tell-the-strangest-science-story-in-modern-time,False,US,USD,1253937540,1253937610,1250221415,1250354960,92,1
kkst1190660704,Songs For Unusual Creatures,A book/CD by Michael Hearst featuring songs and factoids that celebrate some of the most bizarre (and under-appreciated) animals that roam the planet!,5000.0,songs-for-unusual-creatures,False,US,USD,1253937540,1253937616,1250690493,1251214014,163,1
kkst1601792545,Getting Red Fly/Blue Bottle [ALL THE WAY!] home,We ve crossed oceans to arrive safely on home shores; now our magnificent set awaits us. We only have till Sept. 28th to reach our goal of $2325!,2325.0,stranded-abroad-help-us-get-back-home,False,US,USD,1254196740,1254196807,1249400635,1250563015,58,1
kkst2077678555,Put This On: A Web Video Pilot About Dressing Like A Grownup,Jesse Thorn and Adam Lisagor want to make a web video series to help men get dressed.  Like grown-ups.  And *you* can be a producer.,1500.0,put-this-on-a-web-video-pilot-about-dressing-like,False,US,USD,1254362400,1254362407,1251763064,1251832683,64,1
kkst1151393504,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""This Devil Storm""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""  Limited Edition Cd release",Raising funds in  order to finish production and to promote my new album  This Devil Storm .,3500.0,this-devil-storm-limited-edition-cd-release,False,US,USD,1254369540,1254369608,1251228434,1251763732,108,1
kkst512279659,Help me record the new tinyfolk album!,Help me raise money to travel to Oregon and record my new album!,200.0,help-me-record-the-new-tinyfolk-album,False,US,USD,1254369600,1254369607,1249825235,1249826850,11,1
kkst1582968504,Save the City! Save The Falcon Lords!,The Falcon Lords made the ultimate party record about fighting crime and saving the city they love. Back this project now to receive sweet prizes!,2000.0,save-the-city-save-the-falcon-lords,False,US,USD,1254369600,1254369606,1245156061,1249083766,12,0
kkst518958856,Undergrad Records - a new indie label startup. Help document the whole thing online!,The Undergrad Records web-series documents the journey of a college grad that starts an independent record label.,1200.0,are-you-having-another-episode-be-a-part-of-the-u,False,US,USD,1254373140,1254373207,1251611336,1251697557,7,0
kkst1432451863,Animated Series: The Somewhat Comical Adventures of Prickley Pete! Watch 5 Episodes!,YOU CAN WATCH FIVE EPISODES RIGHT HERE  NOW!  Help us make the 31 remaining episodes of our 1st and 2nd Season!  For the love of God!  Please!  Zoop,2500.0,animated-series-the-somewhat-comical-adventures,False,US,USD,1254412800,1254412807,1249576043,1250516534,1,0
kkst1290728997,Experience Fun History With Us!,Bring historical thinking and creative fun to kids in rural Georgia through make-believe  music  and games  and get a signed copy of Annette s book!,1500.0,innovative-non-boring-history-kids-camp-in-small,False,US,USD,1254416100,1254416409,1252256141,1252274256,68,1
kkst1597903138,Subtitles in Miro - Translations and Support for the Hearing Impaired,Miro is a free  non-profit  and open-source video player used by millions of people.  Help us connect video makers to the world with subtitle support.,1000.0,subtitles-in-miro-translations-and-support-for-t,False,US,USD,1254428880,1254429005,1251836916,1251839371,26,0
kkst2136532790,FACES - Expressions On A Mask,FACES - Expressions On A Mask is a one man exhibition of the creative works of Christopher Mack.,5000.0,faces-expressions-on-a-mask,False,US,USD,1254517260,1254518107,1251147439,1251150466,5,0
kkst452929078,"Bring FAUST to Athens, Ga.",AUX has invited German experimental music group FAUST for a performance and workshop October 10-11 in Athens  Georgia. Please help us make it happen!,2000.0,bring-faust-to-athens-ga,False,US,USD,1254601980,1254602706,1251836525,1251926107,34,0
kkst514599243,The Vanderbilt Republic Foundation: “Masters”,This fall  a historic photographic project will be staged in Cambodia. The reestablishment of art and culture over the memory of genocide is the goal.,50000.0,masters,False,US,USD,1254628740,1254628808,1248742429,1249346804,181,0
kkst1016495040,"American graffiti artists go to Sderot to battle terror with art, beauty & unity.",Sending Americas most famous graffiti & street artists to Sderot  on the border of Gaza to battle terror & rockets with Art & messages of unity.,800.0,american-graffiti-artists-go-to-sderot-to-battle-t,False,US,USD,1254767400,1254767405,1253116936,1253130412,3,0
kkst1335443010,Art Cafe/Pub in NYC (Canceled),Panda is an art café/pub which will feature an eclectic gallery experience set to be located in downtown NYC in Fall 2009.  ,25000.0,art-cafe-pub-in-nyc,False,US,USD,1254801600,1252548721,1252202770,1252244359,0,0
kkst474082047,Baroque Music Performing Editions,Performing editions of unpublished baroque music.,1000.0,baroque-music-performing-editions,False,US,USD,1254851580,1254852006,1252259615,1252262374,0,0
kkst1916569676,Let's Find My Dogwalker & Write a Book,My dogwalker has been missing for weeks. What happened? With the help of Private Investigator Jerry Palace  I hope to track her down & write a book. ,1800.0,lets-find-my-dogwalker-and-write-a-book-0,False,US,USD,1254895200,1254895207,1251409681,1252788335,26,0
kkst1970488653,March! The Movie,MARCH! A Road Trip Film from Lower Manhattan into Brooklyn  reveals how far some will go for personal and professional glory.,3000.0,march-the-movie-0,False,US,USD,1254931200,1254931208,1251396072,1251761514,53,1
kkst1290556701,Showpaper Issue 63,Showpaper is an all ages newsprint listing with beautiful poster-size artwork. Please donate to the next issue so we can keep printing!,800.0,showpaper-issue-63,False,US,USD,1254969780,1254969905,1253673807,1253675184,7,1
kkst1686024692,Listen & Learn: Music for a Different Kind of Audience,Music reaches children with autism in a way that little else can.  Listen & Learn is a song collection for this special audience...help them hear it.,2000.0,listen-and-learn-music-for-a-different-kind-of-audie,False,US,USD,1254999600,1254999606,1246847663,1247225653,57,1
kkst1831771519,Art in a Buddhist Meditation Space  (Canceled),A large-scale meditative painting has been created for the Against The Stream Buddhist Meditation Society  a public meditation center in Los Angeles.,1500.0,art-in-a-buddhist-meditation-space,False,US,USD,1255027560,1254403593,1254162554,1254232067,0,0
kkst309139664,The Red Book of Sonnets (Canceled),Drawing inspiration from Shakespeare’s Sonnets  The Red Book of Sonnets captures the beautiful brilliance of reflective yet sensuously intimate poetry,5000.0,the-red-book-of-sonnets,False,US,USD,1255060560,1253577365,1252295784,1252299109,0,0
kkst228201316,Las Rubias del Norte need help to complete their third album.,Las Rubias del Norte need help to finish their third album. The tracks are mostly recorded  but we need to mix and master by mid November. ,2000.0,las-rubias-del-norte-need-help-to-complete-their-t,False,US,USD,1255104360,1255104905,1252512371,1252902495,44,1
kkst282103252,Florine EP on Vinyl- Limited Edition,it would be really fantastic to see the florine ep put on vinyl- especially with the help of friends.,2500.0,florine-ep-on-vinyl-limited-edition,False,US,USD,1255113420,1255113907,1250102225,1250517498,93,1
kkst1315736104,"Join the journey and release Bitch's next album, """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Blasted!""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",I wanna keep my awesome little label rocking to release  Blasted!  Order a copy now and help duct tape it all together!  ,10000.0,join-the-journey-and-release-bitchs-next-album-b,False,US,USD,1255179540,1255179608,1249217985,1249521996,131,1
kkst1089406888,Internet Radio to teach People Languages from the California Language Institute,Teaching our children second and third languages is a must they are to compete in the global economy.,4850.0,internet-radio-to-teach-people-languages-from-the,False,US,USD,1255210680,1255211105,1252017913,1252539542,0,0
kkst1224677474," """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""NO RULES: The Life and Times of Joe Strain""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",Internet video documentary series following modern-day New Orleans blacksmith  Joe Strain as he struggles to maintain balance in his life and work.,2000.0,internet-video-series-no-rules-the-life-and-times,False,US,USD,1255290060,1255290306,1245011556,1247600732,6,0
kkst1538400326,Palmer Chandler - Our Micro Budgeted film needs a camera!,We make movies... we being Coldhand Productions. Our biggest budgeting expense is camera rental... so we want to buy a good one!,5000.0,our-micro-budgeted-film-needs-love,False,US,USD,1255291200,1255291207,1252266810,1252272815,18,1
kkst2003465823,Project Monahan --> Indie-Pop's Best Kept Secret Records EP and Returns the Goods.,Giving & Receiving - a harmonious matrimony. Help me finish recording the first Monahan EP and receive merchandise and perks in return!,3500.0,project-monahan-indie-pops-best-kept-secret-r,False,US,USD,1255366080,1255366808,1248739091,1251393689,50,1
kkst2028679029,Broadway Melodies: A Rock & Roll Mystery Musical - Animated Feature Film,A Feature Length Animated Film Noir Musical with a modern twist.  Animation and music melded into edge-of-your-seat entertainment.,20000.0,broadway-melodies-a-rock-and-roll-mystery-musical,False,US,USD,1255381140,1255381207,1250110787,1250630968,26,0
kkst606669170,Help Emergency Umbrella Records clear an over crowded warehouse and save our records.,EU Records needs your help! Our Warehouses are overcrowded with CD s and LP s and we need to clear them out before they get destroyed.,100.0,help-emergency-umbrella-records-clear-an-over-crow,False,US,USD,1255402080,1255402807,1252032481,1252373383,66,1
kkst349641895,A Dictionary Story - Art book,Playing with language  poetry and type this illustrated story is about a dictionary that brings her words to life.,7000.0,a-dictionary-story-art-book,False,US,USD,1255447860,1255448708,1251923493,1251999621,170,1
kkst957688012,Monument to Four Mayors,We are building a Mt Rushmore style monument to the city mayors whose four jurisdictions border at this pretty suburban intersection!,1000.0,monument-to-four-mayors,False,US,USD,1255494420,1255494605,1246998774,1247801689,35,0
kkst1720813089,Gordon Withers - Pre-Order The New Solo Cello Album,I recorded an album of rock cello songs - six originals  and five covers. It s ready to be mastered  printed  and released!,2500.0,gordon-withers-pre-order-the-new-solo-cello-albu,False,US,USD,1255536000,1255536007,1250908713,1252981374,82,1
kkst559829490,"Help us launch a new online application, to help those who have been stiffed on $$$",Let s help freelancers and small businesses collect money they are owed  by exposing the businesses that have stiffed them on payment and don t pay.,11000.0,help-us-launch-a-new-online-application-to-help-t-0,False,US,USD,1255539540,1255539607,1252417734,1252516467,0,0
kkst526720681,Test (Canceled),Blurby!,50.0,test-3,False,US,USD,1255541700,1252949915,1252949720,1252949863,0,0
kkst544770597,Feltron vs Kickstarter,An exploration into statistical displays on Kickstarter.com. For this endeavor we re pulling in Nicholas Felton  famed information graphic designer.,3000.0,feltron-vs-kickstarter,False,US,USD,1255546800,1255546815,1253221472,1253770394,132,1
kkst2016815083,9 to 5 Brow$er,A positive feedback mechanism for wasting company time on the Internet.,3000.0,9-to-5-brower,False,US,USD,1255575060,1255575608,1248230195,1248237055,3,0
kkst1916948751,Matt Held - Phase II Facebook paintings,Exploring a classic style of portraiture and figurative painting inspired by social networking and crowd participation.,3500.0,matt-held-facebook-portraits-phase-ii,False,US,USD,1255622400,1255622410,1251651463,1252879941,82,1
kkst1975200008,Village Green Community Concert Series (Canceled),This project is to help a communtiy concert series that has been taking place for the past three years in are community of Muncie  Indiana.,1000.0,village-green-community-concert-series,False,US,USD,1255645800,1249181700,1248438664,1248637358,0,0
kkst1502867166,Dream with Me--A documentary about one year in America's Public Schools,Dream with Me--A documentary that will change the face of public education in America.,5000.0,dream-with-me-a-documentary-that-will-change-the,False,US,USD,1255655280,1255655706,1252976897,1252986806,90,1
kkst964342378,A new web video concept: telegraph21.,telegraph21 is a curated video space with a focus on non-fiction storytelling and art from around the world. We help filmmakers to promote their work.,6000.0,a-new-web-video-concept-telegraph21,False,US,USD,1255665540,1255665609,1251208279,1251849669,89,1
kkst1999201923,"Help Lucia'Stories, a dominican children book collection, get to the USA bookstores!",Lucia Stories is a Dominican bilingual collection of illustrated children books. Created by Anya Damirón and illustrated by Pablo Pino.,10000.0,help-luciastories-a-dominican-children-book-coll,False,US,USD,1255683600,1255683606,1250743765,1251231547,6,0
kkst1839304671,First Time,First Time is a short film that needs funding to be completed. It will then be sent to festivals! Help Produce 5 000 or be a part of our production! ,5000.0,first-time,False,US,USD,1255838400,1255838407,1248120439,1248127713,25,0
kkst1733247084,Daniel Williamson Makes His Debut Album!,My goal is to create an album that will bring inspiration to all!,8000.0,daniel-williamson-makes-his-debut-album,False,US,USD,1255841940,1255842006,1252513764,1252550496,0,0
kkst1497550272,BONE FOR A BRUSH: Artist project to help NYC public school art programs,Concerned for the future of the Arts  I began BONE FOR A BRUSH to help the NYC public school system improve their art and music programs.,5000.0,bone-for-a-brush-artist-project-to-help-nyc-public-0,False,US,USD,1255881540,1255881609,1244149485,1248206405,4,0
kkst448279949,Emoji Dick,Translating Moby Dick into Japanese Emoji Icons using Amazon s Mechanical Turk.,3500.0,emoji-dick,False,US,USD,1255963320,1255963506,1253284929,1253384776,83,1
kkst324892264,Music to the Wild World: first thousand copies of my first album Beautifully Damaged.,To raise $3 000 to make the first thousand copies of my first album  Beautifully Damaged.  The physical copies are much needed to promote the music. ,3000.0,music-to-the-wild-world-first-thousand-copies-of,False,US,USD,1255975620,1255976106,1252865278,1252960019,9,0
kkst1060910010,Turba: Indie music/puzzle game,Turba is a puzzle game that lets you use any music on your computer to shape how the game is played. It is being developed by 2 recent college grads.,200.0,turba-indie-music-puzzle-game,False,US,USD,1256054400,1256054406,1254251539,1254257285,7,0
kkst1561509057,Help Put Our Band Back On The Road!,You - Can Help Put Indie-Roots/Rock Band Back On Track and On Tour,6000.0,help-put-our-band-back-on-the-road,False,US,USD,1256058000,1256058009,1248808487,1248814923,0,0
kkst1021470865,The Nepal Experience,I would like to make a film in Nepal and have an amazing  cost-effective opportunity to do so.  Please visit the website for details!,6000.0,the-nepal-experience,False,US,USD,1256083200,1256083208,1254528143,1254530637,0,0
kkst721557302,Put Jen Woodhouse On Tour!,Jen Woodhouse is hitting the road this Fall but she can t do it without your help! Back her project and get cool  exclusive stuff in return!!,5000.0,put-jen-woodhouse-on-tour,False,US,USD,1256187600,1256189408,1247258515,1250562502,50,1
kkst1708635996,Christmas watercolor for sale,2500 Princeton graduate alumni saw this watercolor on their 2007 school holiday card.  Get your signed and numbered prints and cards.,110.0,christmas-watercolor-for-sale,False,US,USD,1256331600,1256331608,1255754451,1255756517,7,1
kkst1037096118,MakerBeam: An Open Source Building Kit,Is it the Erector Set of the Internet Age? Or is it the bones and gristle of an open source revolution? Mini-T  by MakerBeam  is both.,10000.0,makerbeam-an-open-source-building-kit,False,US,USD,1256365380,1256365807,1251584190,1252161570,132,1
kkst1518729947,Mermaid Octopus and Fish,MO&F is a multi-screen video piece  projected onto the water and concrete wall of a shallow river in North Adams  made for the HOOSAC RIVER LIGHTS IIa,430.0,mermaid-octopus-and-fish-0,False,US,USD,1256407260,1256408106,1254765703,1255077212,15,0
kkst702165445,Find The Warhols!,11 Andy Warhol paintings were just stolen in LA! Help get the word--and images--out with these giant Crime Alert posters! Also  there s a $1mm reward.,1410.0,find-the-warhols,False,US,USD,1256570160,1256571007,1253546212,1253551634,15,0
kkst1260358592,Helen Keller's Ukulele goes to Berlin!,My ukulele act  Helen Keller s Ukulele  is going to Berlin in Nov/ Dec.. In short I must have cd s printed to take with me as well as travel expenses!,2000.0,helen-kellers-ukulele-goes-to-berlin,False,US,USD,1256705940,1256706007,1251340739,1251666295,44,1
kkst511365876,"Art Supplies, Books & Education for Indigo Youth Movement in South Africa",Your donation will go directly to the purchase of art supplies  books and education for the children in the Isithumba Village in South Africa.  ,2000.0,art-supplies-books-and-education-for-indigo-youth-m,False,US,USD,1256731200,1256731209,1251224462,1251732800,36,1
kkst867151806,Detroit Radio Project (Canceled),AM1610 THE STATION: a non-commercial  low power  AM radio station broadcasting in Hamtramck  MI.  I d like to build a studio and play local vinyl.,2500.0,detroit-radio-project,False,US,USD,1256868480,1256773678,1248919687,1249166108,20,0
kkst7214427,A photoessay book about living well with bipolar disorder.,A photoessay book about managing  & living well with  bipolar disorder.,1135.0,a-photoessay-book-about-living-well-with-bipolar-d,False,US,USD,1256940000,1256940012,1250719248,1250725862,31,1
kkst523780054,Clare and the Reasons TOUR TOUR TOUR,We are Clare and the Reasons  a Brooklyn based band. Our second album   Arrow  comes out Oct 20th~We just want to play for you!!,5000.0,clare-and-the-reasons-tour-tour-tour-0,False,US,USD,1256943420,1256943609,1253746640,1253770181,54,1
kkst746066066,heaux for show (an album),help us finish our cd and promote it correctly. master  print up promotional materials  manufacture discs  etc.,5000.0,heaux-for-show-an-album-0,False,US,USD,1256961600,1256961607,1252037488,1252038431,0,0
kkst1238420601,"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Regret, With Math"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" - an eternal short story",Make an award-winning short story available on the net  in perpetuity  under a Creative Commons license.,324.29,regret-with-math-an-eternal-short-story,False,US,USD,1256965140,1256965209,1253974231,1254154137,41,0
kkst2011502584,The Angola Project,A road movie following the Chinese reconstruction of the Benguela Railway in Angola.  It s the epicenter of China s ascent as the next Superpower...,2000.0,the-angola-project,False,US,USD,1256985120,1256994008,1252492346,1252509820,34,0
kkst169398070,MOVED TO http://www.kickstarter.com/projects/davidliao/christmas-watercolor-for-sale (Canceled),I m replacing this project with another one for the same watercolor: http://www.kickstarter.com/projects/davidliao/christmas-watercolor-for-sale,480.0,give-my-christmas-watercolor-to-the-public-domain,False,US,USD,1257022800,1255756741,1251814779,1251815952,5,0
kkst682815690,Give my Christmas cat watercolor to the public domain (Canceled),I painted this art as a commission for a card Princeton sent 2500 alumni in 2007.  If pledges meet my bounty  I release the art to the public domain.,285.0,copyleft-my-christmas-watercolor-of-a-cat-in-princ,False,US,USD,1257022800,1251815978,1251675223,1251684159,0,0
kkst243928683,Fabroot - Making 3D Fabrication Available to Everyone!,3D fabrication is all the rage  but costly machines and slow turn around times hinder innovation. Help us start up the first free 3D printing service,1100.0,experience-the-future-of-3d-fabrication,False,US,USD,1257030120,1257030906,1254438129,1254444083,7,0
kkst1352864501,This is NOT the Bible I was taught in Sunday School,What if the stories in the Bible  especially those about strong women  were retuld by their own characters? I ve completed 5 and am ready to publish.,1500.0,this-is-not-the-bible-i-was-taught-in-sunday-schoo,False,US,USD,1257047940,1257048012,1252708995,1252718519,1,0
kkst143184359,The Finney Brothers are going to release a CD of their original classical music!,The Finney Brothers  Mike and Scott  are going to release a CD of their original classical music!,2500.0,the-finney-brothers-are-going-to-release-a-cd-of-t,False,US,USD,1257047940,1257048012,1252560829,1252727126,18,0
kkst847528983,"Distributing Documentary """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Free Land""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""",A documentary of a woman s quest to understand the roots of her family s poverty and homelessness reveals a national history of displacement and loss,6720.0,finishing-funds-for-film-free-land-0,False,US,USD,1257047940,1257048013,1252782825,1253241870,39,0
kkst1673049640,Twilight w/ Steve Cooper: Re-Inventing the talk show.,A late night talk show along the lines of The Tonight Show/Charlie Rose  only it s going to be entertaining.  ,3000.0,twilight-w-steve-cooper-re-inventing-the-talk-sh,False,US,USD,1257048000,1257048008,1251321882,1252908276,34,0
kkst1936624912,Dadaists Gone Wild 2 Misc. Costs,Dadaists Gone Wild 2A dadaist/surrealist platformer game for the PC that is a much larger sequel to the freeware game Dadaists Gone Wild.,200.0,dadaists-gone-wild-2-misc-costs,False,US,USD,1257048000,1257048014,1253129772,1253504776,0,0
kkst891176676,Help fund my brutal arcade game!,Flywrench is a game that I ve been working on for the past two years and it needs funding,5000.0,help-fund-my-brutal-arcade-game,False,US,USD,1257048000,1257048015,1253376337,1253423825,29,0
kkst1898037284,Bring 'the Shifted' to Life! Fund the fantastical webseries 'the Shifted',We started with a story that brings visceral magic back to the world and now we re ready to bring it to you!,5000.0,bring-the-shifted-to-life-fund-the-fantastical,False,US,USD,1257051540,1257051609,1253721387,1253725075,3,0
kkst1806494240,Texas Is South Website Expansion, Texas is South  is our project to bring local bands from all over the state of Texas to one community.,5400.0,texas-is-south-website-expansion,False,US,USD,1257051540,1257051608,1248821490,1249447826,2,0
kkst1048969111,LITTLE BRASS BIRD: Create the show for artists BY artists!! (Canceled),We are attempting to build the first underground musician/artist directory by incorporating their works into an ongoing animated web series.,2500.0,little-brass-bird-create-the-show-for-artists-by-a,False,US,USD,1257051600,1252912267,1249368468,1249698944,8,0
kkst46630692,Resonance: Retro-Styled Adventure Game - contest entry fees and additional funding,Resonance is an ambitious retro-styled point-and-click adventure game that brings a mature storyline and some innovative new gameplay to the genre.,150.0,resonance-retro-styled-adventure-game-contest-e,False,US,USD,1257051660,1257052506,1252692634,1252952095,59,1
kkst1341105519,Film The First Ever Hollie LA Music Video!,Hollie LA needs your support to make her very FIRST MUSIC VIDEO!  She is an indie Pop artist who needs a HOT video for her HOT new single  POISON!!,3000.0,film-the-first-ever-hollie-la-music-video,False,US,USD,1257058740,1257058843,1251608005,1252395556,2,0
kkst1652068158,Home Base - Pre-order today for only $5 - Release 11/1/09,Home Base is an independent puzzle game . It s nearing completion and I could use your support in my effort to sell the game. :),100.0,home-base-an-independent-puzzle-game,False,US,USD,1257058740,1257058843,1252531611,1252986988,0,0
kkst493304584,Robin writes a book (and you get a copy),I m writing a detective story set halfway between San Francisco and the internet. And the more people who reserve a copy  the better each one will be!,3500.0,robin-writes-a-book-and-you-get-a-copy,False,US,USD,1257058740,1257058822,1250796834,1251265685,570,1
kkst187453555,"Help send the short film """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""Freeport"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" to festivals! ",Five Friends.  One Tragedy.  And a party.  A short film about caring for people.  The film was shot for nothing.  Sadly  festivals need fees.  ,750.0,help-send-the-short-film-freeport-to-festivals-0,False,US,USD,1257058740,1257058843,1253647268,1254366833,24,1
kkst167121705,Circa Vitae requests crowd fundage to record our full length album... TO VINYL!!!,We hope to record our next full length album to vinyl with the help of those who believe in us. Its been a dream of ours to have a great LP on vinyl.,2000.0,circa-vitae-requests-crowd-fundage-to-record-our-fu,False,US,USD,1257058740,1257058807,1248584151,1249593595,4,0
kkst1041203288,Patrick Blindauer's 2009 Holiday Puzzlefest,I want to construct some original  interconnected  holiday-themed crosswords for you to solve (pencil/paper not included).,2000.0,patrick-blindauers-2009-holiday-puzzlefest,False,US,USD,1257094800,1257094821,1253710356,1254410534,189,1
kkst1886206090,Citizen Icon's New EP..,Citizen Icon Seeking  Team Members  to invest in our new EP,5000.0,citizen-icons-new-ep,False,US,USD,1257110160,1257111006,1251136139,1251472464,0,0
kkst683865116,The Gay Bigfoot Show (animated pilot),Needing funding for The Gay Bigfoot Show (animation pilot)  which is a cross between Space Ghost Coast to Coast (celebrity interviews) and Queer Duck.,5000.0,the-gay-bigfoot-show-animated-pilot,False,US,USD,1257112800,1257112807,1249074424,1249361132,0,0
kkst537027528,Wearing Sweatpants?!,The found-sound beat manglers  Ken Rei  are putting out an LP! Don t miss your chance to get in on the SPACE CRUNK THRASH and custom GEAR + GAMEBOYS!,3000.0,wearing-sweatpants-0,False,US,USD,1257132600,1257132606,1251077857,1251254562,2,0
